CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
110;CN;60978;B;25;0;;1.85476;1.5224;0.17445;AMARELA;1222;;0
108;CN;48641;C;24;0;;3.37503;1.55583;0.25041;AMARELA;1222;;0
125;CN;87721;E;8;0;;2.1809;1.01182;0.20267;ROSA;1226;;0
77;CH;141044;C;2;0;;3.33701;0.2793;0.20318;BRANCA;1273;;0
72;CH;141313;A;9;0;;1.73459;1.11117;0.2438;AMARELA;1275;;0
168;MT;87686;E;29;0;;1.94508;1.67467;0.08764;ROSA;1253;;0
167;MT;82327;B;21;0;;2.37767;2.75304;0.28057;ROSA;1253;;0
168;MT;39385;C;12;0;;2.28918;2.23364;0.23391;VERDE;1316;;0
167;MT;111446;B;5;0;;2.09757;1.52611;0.10674;VERDE;1316;;0
8;LC;141208;D;10;0;;2.30879;0.81162;0.16623;AMARELA;1246;;0
6;LC;140852;C;3;0;;2.66578;-0.42751;0.19271;AMARELA;1246;;0
23;LC;140952;B;17;0;;1.20716;0.28152;0.18862;LEITOR TELA;1250;;0
116;CN;97133;E;18;0;;2.64554;0.91215;0.21322;ROSA;1304;;0
113;CN;41122;C;15;0;;2.94887;0.69942;0.20571;ROSA;1304;;0
173;MT;81946;C;26;0;;1.52639;1.16539;0.05545;VERDE;1316;;0
10;LC;140866;E;17;0;;1.49999;1.57603;0.1612;LARANJA;1288;;1
6;LC;140852;C;3;0;;2.66578;-0.42751;0.19271;LARANJA;1288;;1
39;LC;140844;D;18;0;;1.35625;-0.20143;0.209;LEITOR TELA;1290;;0
13;LC;141451;E;21;0;;1.25105;0.70685;0.20051;LARANJA;1248;;1
72;CH;140476;D;14;0;;2.98259;1.04358;0.22825;ROSA;1196;;0
64;CH;141131;B;26;0;;2.78931;0.82081;0.25733;ROSA;1196;;0
60;CH;125719;E;23;0;;2.53325;0.6643;0.17011;ROSA;1196;;0
43;LC;141443;C;27;0;;2.20477;0.52119;0.1393;LARANJA;1208;;1
40;LC;118301;D;23;0;;0.95292;-0.47764;0.00564;LARANJA;1208;;1
63;CH;140194;A;23;0;;1.5807;1.18538;0.13863;LARANJA;1197;;0
62;CH;63635;C;1;0;;0.71667;1.29861;0.03594;LARANJA;1197;;0
55;CH;125687;D;9;0;;2.40144;0.606;0.21265;LARANJA;1197;;0
25;LC;140949;C;16;0;;1.43175;0.80537;0.12273;BRANCA;1204;;0
99;CN;64023;E;13;0;;1.81427;1.4199;0.25187;LEITOR TELA;1230;;0
148;MT;14366;C;1;0;;1.52531;0.63295;0.18496;ROSA;1215;;0
75;CH;141051;A;18;0;;1.90228;1.5999;0.16847;VERDE;1312;;0
68;CH;140544;C;6;0;;3.93201;1.29457;0.20117;ROSA;1274;;0
61;CH;141024;D;8;0;;1.38076;0.46553;0.21175;ROSA;1274;;0
60;CH;141070;E;8;0;;1.69043;0.2202;0.19072;BRANCA;1273;;0
70;CH;87223;B;3;0;;2.00691;2.05587;0.29477;AMARELA;1276;;0
64;CH;140153;D;1;0;;2.45957;2.43937;0.13227;AMARELA;1276;;0
29;LC;141394;B;23;0;;1.70264;0.93679;0.19894;LARANJA;1287;;0
10;LC;140866;E;17;0;;1.49999;1.57603;0.1612;LARANJA;1287;;0
153;MT;117706;A;19;0;;2.26306;1.45121;0.23837;VERDE;1315;;0
74;CH;140538;A;6;0;;1.33134;0.83509;0.23955;AZUL;1271;;0
108;CN;47231;C;5;0;;5.9367;2.33396;0.11437;ROSA;1223;;0
141;MT;117601;E;10;0;;3.53513;2.27283;0.14674;AMARELA;1292;;0
157;MT;117596;B;5;0;;1.88551;3.17516;0.20307;ROSA;1293;;0
155;MT;111538;D;27;0;;1.56473;0.75949;0.32554;ROSA;1293;;0
152;MT;14618;C;9;0;;1.13695;2.25067;0.14845;ROSA;1293;;0
52;CH;140184;B;23;0;;2.24911;0.26187;0.21039;BRANCA;1273;;0
165;MT;117920;A;30;0;;2.92825;1.17752;0.17261;ROSA;1253;;0
1;LC;140708;A;5;0;;2.51157;0.79309;0.17248;LARANJA;1288;0;1
42;LC;140926;D;26;0;;1.95105;-0.13372;0.19557;LARANJA;1288;;1
126;CN;14943;A;5;0;;1.62506;1.77927;0.09398;AZUL;1301;;0
101;CN;76380;D;21;0;;3.41659;1.65717;0.19066;AZUL;1301;;0
140;MT;117594;D;14;0;;2.85622;2.39663;0.21409;AMARELA;1252;;0
124;CN;11309;C;8;0;;1.62855;-1.00049;0.09528;AZUL;1261;;0
123;CN;76380;D;21;0;;3.41659;1.65717;0.19066;LARANJA;1308;;1
120;CN;117828;B;19;0;;2.80401;1.5881;0.34028;AMARELA;1266;;0
115;CN;13234;B;17;0;;1.03245;1.23487;0.12791;AMARELA;1266;;0
64;CH;140153;D;1;0;;2.45957;2.43937;0.13227;LARANJA;1237;;0
42;LC;140852;C;3;0;;2.66578;-0.42751;0.19271;AMARELA;1242;;0
6;LC;9969;A;15;0;;1.20199;1.042;0.193;AMARELA;1242;;0
164;MT;111560;A;15;0;;2.34866;1.28885;0.1796;LARANJA;1258;;1
149;MT;125932;B;22;0;;3.05237;2.18342;0.22043;LARANJA;1258;;1
148;MT;37312;D;4;0;;1.84465;0.56332;0.22289;LARANJA;1258;;1
138;MT;14887;X;26;1;Exclusão pedagógica;;;;LARANJA;1217;;0
154;MT;141570;B;20;0;;1.79257;0.86167;0.17314;ROSA;1216;;0
132;CN;48641;C;24;0;;3.37503;1.55583;0.25041;CINZA;1224;;0
62;CH;141422;A;13;0;;2.48797;0.09997;0.18327;BRANCA;1273;;0
75;CH;141116;C;15;0;;3.91893;0.65977;0.17428;ROSA;1274;;0
10;LC;141212;B;11;0;;1.8902;0.53683;0.20416;VERDE;1314;;0
7;LC;40390;A;22;0;;2.71986;-1.03297;0.01557;VERDE;1314;;0
162;MT;141540;A;29;0;;2.11162;2.38012;0.17296;ROSA;1213;;0
157;MT;81743;D;2;0;;1.72431;0.7783;0.18886;ROSA;1213;;0
154;MT;141570;B;20;0;;1.79257;0.86167;0.17314;ROSA;1213;;0
87;CH;140376;A;2;0;;2.8641;0.24521;0.19053;ROSA;1194;;0
83;CH;140657;A;29;0;;1.46885;0.7104;0.193;ROSA;1194;;0
77;CH;125684;B;16;0;;3.5628;0.50483;0.22204;VERDE;1199;;0
47;CH;140499;B;30;0;;1.53812;0.12887;0.18969;VERDE;1199;;0
174;MT;87686;E;29;0;;1.94508;1.67467;0.08764;AMARELA;1292;;0
16;LC;141214;A;13;0;;2.36405;0.00914;0.19662;VERDE;1314;;0
162;MT;26888;C;12;0;;1.83542;2.96824;0.30697;ROSA;1253;;0
153;MT;96489;B;5;0;;1.95326;0.87566;0.13053;ROSA;1253;;0
152;MT;14618;C;9;0;;1.13695;2.25067;0.14845;ROSA;1253;;0
145;MT;125965;C;10;0;;2.47907;0.45055;0.17829;ROSA;1253;;0
76;CH;26296;E;19;0;;1.8315;0.44019;0.19555;AMARELA;1236;;0
135;CN;63155;D;26;0;;3.97972;1.34607;0.24211;VERDE;1317;;0
81;CH;140576;B;21;0;;1.33537;-0.77276;0.19854;AMARELA;1236;;0
68;CH;140544;C;6;0;;3.93201;1.29457;0.20117;LARANJA;1237;;0
67;CH;141050;A;26;0;;2.73781;1.71743;0.23395;LARANJA;1237;;0
13;LC;141451;E;21;0;;1.25105;0.70685;0.20051;AMARELA;1245;;0
9;LC;7238;E;18;0;;1.89;0.197;0.172;AMARELA;1245;;0
8;LC;141208;D;10;0;;2.30879;0.81162;0.16623;AMARELA;1245;;0
38;LC;11815;C;13;0;;1.24801;0.998;0.194;LEITOR TELA;1290;;0
17;LC;141406;D;29;0;;2.58466;2.6116;0.171;LARANJA;1247;;0
11;LC;141005;B;1;0;;1.75502;-0.00715;0.20829;LARANJA;1247;;0
8;LC;141208;D;10;0;;2.30879;0.81162;0.16623;LARANJA;1247;;0
4;LC;140566;E;7;0;;1.6142;0.66623;0.19198;LARANJA;1247;1;0
1;LC;140652;E;5;0;;1.55494;0.70223;0.21103;LARANJA;1247;1;0
4;LC;140697;E;6;0;;3.02681;1.22717;0.15562;LARANJA;1247;0;0
21;LC;141283;B;14;0;;2.20125;0.82582;0.2119;AMARELA;1285;;0
106;CN;126545;A;10;0;;1.75908;1.33559;0.23258;LARANJA;1308;;1
104;CN;89506;E;8;0;;1.59807;2.0059;0.08163;LARANJA;1308;;1
101;CN;85789;C;7;0;;3.69143;1.47336;0.20493;LARANJA;1308;;1
100;CN;14943;A;5;0;;1.62506;1.77927;0.09398;LARANJA;1308;;1
132;CN;117924;E;27;0;;2.12814;2.10133;0.11495;LARANJA;1268;;1
168;MT;87686;E;29;0;;1.94508;1.67467;0.08764;LARANJA;1297;;0
31;LC;141467;E;22;0;;2.80475;0.9347;0.17052;BRANCA;1244;;0
112;CN;55705;D;14;0;;1.67571;0.34061;0.19471;LEITOR TELA;1310;;0
47;CH;140499;B;30;0;;1.53812;0.12887;0.18969;LARANJA;1198;;1
50;CH;141118;C;7;0;;2.58516;0.39346;0.17772;ROSA;1196;;0
49;CH;140674;D;12;0;;1.18697;0.2661;0.22138;ROSA;1196;;0
88;CH;48747;A;3;0;;1.70103;0.11476;0.11185;LARANJA;1197;;0
80;CH;95744;C;15;0;;2.88236;0.7685;0.1722;LARANJA;1197;;0
21;LC;140885;A;15;0;;3.32492;0.4163;0.18782;ROSA;1205;;0
9;LC;97007;C;4;0;;1.9592;0.91289;0.16231;ROSA;1206;;0
5;LC;140718;E;8;0;;2.73373;0.00161;0.19391;AMARELA;1245;1;0
3;LC;140565;D;5;0;;2.78457;0.65111;0.16995;AMARELA;1245;1;0
1;LC;140652;E;5;0;;1.55494;0.70223;0.21103;AMARELA;1245;1;0
4;LC;140697;E;6;0;;3.02681;1.22717;0.15562;AMARELA;1245;0;0
147;MT;14618;C;9;0;;1.13695;2.25067;0.14845;AZUL;1251;;0
142;MT;82327;B;21;0;;2.37767;2.75304;0.28057;AZUL;1251;;0
127;CN;117840;A;23;0;;1.30209;2.54323;0.15444;ROSA;1304;;0
100;CN;14943;A;5;0;;1.62506;1.77927;0.09398;ROSA;1304;;0
99;CN;9513;B;6;0;;2.85738;1.3405;0.11903;ROSA;1304;;0
97;CN;141738;A;4;0;;2.03842;2.62635;0.23027;ROSA;1304;;0
124;CN;81637;D;21;0;;3.54994;1.89617;0.19877;AMARELA;1305;;0
52;CH;141027;C;4;0;;1.25504;0.04005;0.20306;LARANJA;1278;;1
67;CH;141050;A;26;0;;2.73781;1.71743;0.23395;LARANJA;1238;;1
127;CN;117840;A;23;0;;1.30209;2.54323;0.15444;AMARELA;1266;;0
123;CN;76380;D;21;0;;3.41659;1.65717;0.19066;AMARELA;1266;;0
33;LC;141475;A;22;0;;3.31899;0.8809;0.16091;AZUL;1281;;0
111;CN;60037;B;9;0;;3.05374;1.81691;0.33738;VERDE;1229;;0
103;CN;66259;B;20;0;;2.34079;1.00185;0.23885;VERDE;1229;;0
102;CN;54804;E;24;0;;3.7763;1.61245;0.10238;VERDE;1229;;0
93;CN;126604;D;12;0;;3.09202;0.32873;0.1577;VERDE;1229;;0
63;CH;141363;B;11;0;;3.81637;0.70936;0.15459;AZUL;1191;;0
61;CH;140440;E;16;0;;2.59177;-0.2033;0.17587;AZUL;1191;;0
58;CH;140376;A;2;0;;2.8641;0.24521;0.19053;AZUL;1191;;0
88;CH;140499;B;30;0;;1.53812;0.12887;0.18969;AMARELA;1192;;0
22;LC;140858;C;16;0;;2.59213;1.19798;0.23009;LEITOR TELA;1210;;0
18;LC;140870;A;24;0;;1.89752;0.42059;0.21091;AMARELA;1282;;0
17;LC;140848;B;19;0;;1.22583;0.23244;0.19294;AMARELA;1282;;0
23;LC;140952;B;17;0;;1.20716;0.28152;0.18862;LARANJA;1247;;0
4;LC;140697;E;6;0;;3.02681;1.22717;0.15562;LARANJA;1248;0;1
99;CN;9513;B;6;0;;2.85738;1.3405;0.11903;AMARELA;1265;;0
133;CN;88089;C;28;0;;1.81565;0.85403;0.17723;AMARELA;1266;;0
61;CH;141024;D;8;0;;1.38076;0.46553;0.21175;LARANJA;1238;;1
38;LC;140811;A;30;0;;2.03832;0.76702;0.24521;BRANCA;1244;;0
9;LC;7238;E;18;0;;1.89;0.197;0.172;AMARELA;1285;;0
1;LC;140652;E;5;0;;1.55494;0.70223;0.21103;AMARELA;1285;1;0
1;LC;140708;A;5;0;;2.51157;0.79309;0.17248;AMARELA;1286;0;0
44;LC;140811;A;30;0;;2.03832;0.76702;0.24521;AMARELA;1286;;0
43;LC;9969;A;15;0;;1.20199;1.042;0.193;AMARELA;1286;;0
164;MT;111560;A;15;0;;2.34866;1.28885;0.1796;LEITOR TELA;1300;;0
134;CN;13403;B;29;0;;1.19366;1.44063;0.11523;LARANJA;1308;;1
119;CN;126559;B;18;0;;1.87573;2.07387;0.0786;LARANJA;1267;;0
103;CN;11309;C;8;0;;1.62855;-1.00049;0.09528;LARANJA;1267;;0
167;MT;37312;D;4;0;;1.84465;0.56332;0.22289;CINZA;1294;;0
97;CN;141738;A;4;0;;2.03842;2.62635;0.23027;LARANJA;1268;;1
68;CH;141313;A;9;0;;1.73459;1.11117;0.2438;AZUL;1271;;0
155;MT;111538;D;27;0;;1.56473;0.75949;0.32554;LARANJA;1297;;0
154;MT;77364;E;3;0;;2.32172;3.22024;0.06466;LARANJA;1297;;0
180;MT;96099;B;1;0;;2.10364;1.58069;0.19261;AMARELA;1256;;0
85;CH;118069;B;17;0;;1.626;1.23129;0.18301;BRANCA;1233;;0
155;MT;86783;B;22;0;;3.58609;3.00088;0.19242;LEITOR TELA;1220;;0
57;CH;140376;A;2;0;;2.8641;0.24521;0.19053;BRANCA;1193;;0
53;CH;140657;A;29;0;;1.46885;0.7104;0.193;BRANCA;1193;;0
179;MT;125888;C;13;0;;2.2107;2.37234;0.31768;ROSA;1213;;0
176;MT;141566;C;9;0;;2.25456;2.26979;0.24366;ROSA;1213;;0
175;MT;16795;D;16;0;;1.05676;1.98507;0.08392;ROSA;1213;;0
173;MT;81946;C;26;0;;1.52639;1.16539;0.05545;ROSA;1213;;0
172;MT;98278;E;27;0;;1.71891;2.19574;0.08744;ROSA;1213;;0
3;LC;15035;A;6;0;;1.77757;-0.01459;0.17756;AMARELA;1202;1;0
1;LC;141707;A;7;0;;1.24572;1.98521;0.17301;AMARELA;1202;1;0
5;LC;140785;A;8;0;;2.4787;0.39216;0.33723;AMARELA;1202;0;0
3;LC;140743;B;6;0;;2.79003;0.21669;0.49995;AMARELA;1202;0;0
95;CN;43890;E;27;0;;3.63689;1.43988;0.1836;LEITOR TELA;1230;;0
89;CH;140536;B;2;0;;1.85938;0.20017;0.19319;AZUL;1231;;0
88;CH;141044;C;2;0;;3.33701;0.2793;0.20318;AZUL;1231;;0
84;CH;141027;C;4;0;;1.25504;0.04005;0.20306;AZUL;1231;;0
72;CH;141050;A;26;0;;2.73781;1.71743;0.23395;AZUL;1231;;0
84;CH;141387;B;25;0;;2.50523;-0.04116;0.18539;LARANJA;1277;;0
77;CH;140528;A;18;0;;3.7616;0.50306;0.17834;LARANJA;1277;;0
68;CH;140544;C;6;0;;3.93201;1.29457;0.20117;LARANJA;1277;;0
129;CN;60332;E;10;0;;3.39558;1.60649;0.08851;AZUL;1221;;0
126;CN;87989;C;2;0;;2.32351;1.21005;0.10449;AZUL;1221;;0
109;CN;111662;D;12;0;;2.43262;2.4702;0.29927;LEITOR TELA;1310;;0
145;MT;27119;D;19;0;;2.99818;0.86032;0.22079;ROSA;1216;;0
166;MT;117634;A;14;0;;3.29744;2.42208;0.14073;LARANJA;1218;;1
164;MT;14389;A;15;0;;0.96035;1.52433;0.14823;LARANJA;1218;;1
14;LC;141260;A;12;0;;1.74835;0.77042;0.16206;LEITOR TELA;1210;;0
150;MT;117634;A;14;0;;3.29744;2.42208;0.14073;AMARELA;1212;;0
100;CN;87989;C;2;0;;2.32351;1.21005;0.10449;LARANJA;1227;;0
156;MT;24523;A;28;0;;2.68656;2.50464;0.12713;VERDE;1219;;0
75;CH;141104;A;13;0;;3.50089;0.56073;0.15911;BRANCA;1193;;0
69;CH;95744;C;15;0;;2.88236;0.7685;0.1722;BRANCA;1193;;0
68;CH;140674;D;12;0;;1.18697;0.2661;0.22138;BRANCA;1193;;0
61;CH;141350;A;12;0;;1.97882;2.37904;0.24518;BRANCA;1193;;0
19;LC;7582;D;3;0;;1.14699;0.542;0.138;AMARELA;1286;;0
13;LC;141451;E;21;0;;1.25105;0.70685;0.20051;ROSA;1243;;0
8;LC;141208;D;10;0;;2.30879;0.81162;0.16623;ROSA;1243;;0
2;LC;140729;C;6;0;;1.52132;1.43573;0.2144;ROSA;1243;1;0
3;LC;140730;D;7;0;;2.77283;0.35669;0.17995;ROSA;1243;0;0
1;LC;140708;A;5;0;;2.51157;0.79309;0.17248;LARANJA;1287;0;0
119;CN;126559;B;18;0;;1.87573;2.07387;0.0786;LARANJA;1308;;1
44;LC;11815;C;13;0;;1.24801;0.998;0.194;BRANCA;1284;;0
8;LC;141208;D;10;0;;2.30879;0.81162;0.16623;AMARELA;1286;;0
25;LC;140806;D;16;0;;2.24767;0.37674;0.18584;AMARELA;1245;;0
89;CH;140536;B;2;0;;1.85938;0.20017;0.19319;AZUL;1271;;0
16;LC;140872;C;18;0;;1.31835;0.0769;0.19857;AMARELA;1286;;0
139;MT;44095;C;8;0;;2.56873;2.03809;0.20898;AMARELA;1295;;0
173;MT;81946;C;26;0;;1.52639;1.16539;0.05545;VERDE;1315;;0
170;MT;14410;E;4;0;;2.38237;1.88674;0.10321;VERDE;1315;;0
165;MT;14994;E;28;0;;2.70307;1.3682;0.16099;VERDE;1315;;0
58;CH;26296;E;19;0;;1.8315;0.44019;0.19555;BRANCA;1273;;0
179;MT;125888;C;13;0;;2.2107;2.37234;0.31768;VERDE;1315;;0
108;CN;47231;C;5;0;;5.9367;2.33396;0.11437;ROSA;1226;;0
178;MT;14434;C;4;0;;1.22381;2.26427;0.1642;ROSA;1253;;0
177;MT;125975;A;6;0;;1.42997;1.57887;0.13599;ROSA;1253;;0
175;MT;117594;D;14;0;;2.85622;2.39663;0.21409;ROSA;1253;;0
130;CN;84422;D;4;0;;1.25458;0.14732;0.00556;VERDE;1317;;0
85;CH;140548;C;29;0;;3.00594;-0.06348;0.20314;AMARELA;1236;;0
68;CH;140544;C;6;0;;3.93201;1.29457;0.20117;AMARELA;1236;;0
29;LC;141394;B;23;0;;1.70264;0.93679;0.19894;LARANJA;1288;;1
26;LC;141475;A;22;0;;3.31899;0.8809;0.16091;LARANJA;1288;;1
16;LC;140872;C;18;0;;1.31835;0.0769;0.19857;LARANJA;1288;;1
13;LC;141451;E;21;0;;1.25105;0.70685;0.20051;LARANJA;1288;;1
19;LC;120648;C;14;0;;1.82581;1.45066;0.12254;VERDE;1209;;0
116;CN;82446;A;23;0;;2.66863;2.35839;0.05501;LARANJA;1227;;0
114;CN;54162;C;1;0;;0.82835;2.06704;0.0603;LARANJA;1227;;0
28;LC;140870;A;24;0;;1.89752;0.42059;0.21091;LEITOR TELA;1290;;0
23;LC;140952;B;17;0;;1.20716;0.28152;0.18862;LEITOR TELA;1290;;0
19;LC;7582;D;3;0;;1.14699;0.542;0.138;LEITOR TELA;1290;;0
14;LC;141241;B;11;0;;1.67142;1.62234;0.24018;LEITOR TELA;1290;;0
1;LC;140652;E;5;0;;1.55494;0.70223;0.21103;LEITOR TELA;1290;1;0
28;LC;140870;A;24;0;;1.89752;0.42059;0.21091;LARANJA;1247;;0
7;LC;141231;D;9;0;;1.59315;-0.23802;0.19091;LEITOR TELA;1250;;0
103;CN;111713;C;2;0;;1.29931;2.22016;0.2704;AMARELA;1302;;0
159;MT;26888;C;12;0;;1.83542;2.96824;0.30697;AZUL;1251;;0
169;MT;26888;C;12;0;;1.83542;2.96824;0.30697;AMARELA;1252;;0
144;MT;81329;D;19;0;;2.97925;1.78747;0.19488;AMARELA;1252;;0
98;CN;88570;C;4;0;;2.24692;1.39111;0.18364;AMARELA;1305;;0
101;CN;85789;C;7;0;;3.69143;1.47336;0.20493;ROSA;1264;;0
95;CN;82828;A;3;0;;2.87792;1.6912;0.05316;ROSA;1264;;0
93;CN;111713;C;2;0;;1.29931;2.22016;0.2704;ROSA;1264;;0
48;CH;140536;B;2;0;;1.85938;0.20017;0.19319;LARANJA;1237;;0
46;CH;140165;B;1;0;;1.08066;0.19929;0.20308;LARANJA;1238;;1
83;CH;141375;A;30;0;;3.59519;-0.11366;0.18978;LARANJA;1278;;1
68;CH;140544;C;6;0;;3.93201;1.29457;0.20117;LARANJA;1278;;1
25;LC;14918;C;26;0;;2.15783;0.63045;0.14759;AZUL;1281;;0
24;LC;140909;A;27;0;;2.0402;0.915;0.1813;AZUL;1281;;0
16;LC;141423;E;20;0;;2.43139;0.95743;0.24644;AZUL;1281;;0
12;LC;141241;B;11;0;;1.67142;1.62234;0.24018;AZUL;1281;;0
11;LC;7582;D;3;0;;1.14699;0.542;0.138;AZUL;1281;;0
10;LC;141423;E;20;0;;2.43139;0.95743;0.24644;AMARELA;1282;;0
4;LC;140652;E;5;0;;1.55494;0.70223;0.21103;AMARELA;1242;1;0
40;LC;141467;E;22;0;;2.80475;0.9347;0.17052;AMARELA;1286;;0
38;LC;11815;C;13;0;;1.24801;0.998;0.194;AMARELA;1286;;0
28;LC;140870;A;24;0;;1.89752;0.42059;0.21091;AMARELA;1286;;0
22;LC;14727;D;16;0;;2.1034;-0.07713;0.12881;AMARELA;1286;;0
160;MT;117633;D;5;0;;1.37105;2.55621;0.17151;ROSA;1216;;0
157;MT;81743;D;2;0;;1.72431;0.7783;0.18886;ROSA;1216;;0
171;MT;141567;D;24;0;;1.18793;1.75696;0.15183;LARANJA;1218;;1
167;MT;111446;B;5;0;;2.09757;1.52611;0.10674;ROSA;1213;;0
145;MT;27119;D;19;0;;2.99818;0.86032;0.22079;ROSA;1213;;0
144;MT;86360;D;17;1;Bis<0,01 e Problemas na convergência;;;;ROSA;1213;;0
55;CH;125687;D;9;0;;2.40144;0.606;0.21265;ROSA;1194;;0
53;CH;141104;A;13;0;;3.50089;0.56073;0.15911;ROSA;1194;;0
52;CH;141113;D;27;0;;1.20452;0.31781;0.22687;ROSA;1194;;0
72;CH;140476;D;14;0;;2.98259;1.04358;0.22825;LARANJA;1198;;1
72;CH;140476;D;14;0;;2.98259;1.04358;0.22825;VERDE;1199;;0
55;CH;125687;D;9;0;;2.40144;0.606;0.21265;VERDE;1199;;0
75;CH;141051;A;18;0;;1.90228;1.5999;0.16847;LARANJA;1198;;1
89;CH;141049;D;22;0;;1.40431;0.08591;0.21032;LARANJA;1198;;1
88;CH;48747;A;3;0;;1.70103;0.11476;0.11185;LARANJA;1198;;1
90;CH;140440;E;16;0;;2.59177;-0.2033;0.17587;VERDE;1199;;0
88;CH;48747;A;3;0;;1.70103;0.11476;0.11185;VERDE;1199;;0
50;CH;141118;C;7;0;;2.58516;0.39346;0.17772;ROSA;1195;;0
49;CH;140674;D;12;0;;1.18697;0.2661;0.22138;ROSA;1195;;0
84;CH;140214;D;9;0;;1.22847;0.57309;0.22441;ROSA;1196;;0
81;CH;140819;A;19;0;;0.93259;1.90011;0.09391;LEITOR TELA;1200;;0
34;LC;120648;C;14;0;;1.82581;1.45066;0.12254;AZUL;1201;;0
31;LC;141204;B;10;0;;1.81453;-0.08926;0.19896;AMARELA;1202;;0
13;LC;141451;E;21;0;;1.25105;0.70685;0.20051;ROSA;1283;;0
2;LC;140729;C;6;0;;1.52132;1.43573;0.2144;ROSA;1283;1;0
65;CH;140468;B;7;0;;3.81176;0.7442;0.24129;AMARELA;1192;;0
62;CH;141123;D;3;0;;0.76651;1.69321;0.09277;AMARELA;1192;;0
81;CH;140819;A;19;0;;0.93259;1.90011;0.09391;VERDE;1311;;0
78;CH;140815;C;28;0;;1.15078;0.24134;0.01092;VERDE;1311;;0
74;CH;140468;B;7;0;;3.81176;0.7442;0.24129;VERDE;1311;;0
64;CH;141131;B;26;0;;2.78931;0.82081;0.25733;VERDE;1311;;0
60;CH;125719;E;23;0;;2.53325;0.6643;0.17011;VERDE;1311;;0
129;CN;111665;C;20;0;;3.83841;1.04691;0.14482;ROSA;1225;;0
90;CH;141313;A;9;0;;1.73459;1.11117;0.2438;BRANCA;1273;;0
68;CH;140544;C;6;0;;3.93201;1.29457;0.20117;AMARELA;1275;;0
1;LC;140595;B;5;0;;2.11783;1.27877;0.12469;VERDE;1314;0;0
139;MT;117594;D;14;0;;2.85622;2.39663;0.21409;CINZA;1254;;0
168;MT;87686;E;29;0;;1.94508;1.67467;0.08764;AMARELA;1255;;0
119;CN;117823;D;6;0;;3.78075;1.77929;0.05731;LARANJA;1228;;1
111;CN;60037;B;9;0;;3.05374;1.81691;0.33738;LARANJA;1228;;1
96;CN;14398;B;26;0;;1.10698;1.7492;0.20057;AZUL;1261;;0
120;CN;40431;B;24;0;;2.92795;1.7851;0.12882;AMARELA;1262;;0
93;CN;14398;B;26;0;;1.10698;1.7492;0.20057;CINZA;1263;;0
108;CN;117823;D;6;0;;3.78075;1.77929;0.05731;AZUL;1221;;0
118;CN;117631;A;18;0;;1.50761;0.49481;0.17371;AMARELA;1222;;0
125;CN;87721;E;8;0;;2.1809;1.01182;0.20267;ROSA;1223;;0
159;MT;28543;D;16;0;;1.5737;0.99995;0.19925;ROSA;1293;;0
53;CH;141466;C;20;0;;2.82802;0.97492;0.32247;AMARELA;1272;;0
52;CH;141066;C;16;0;;2.69465;0.38977;0.1655;AMARELA;1272;;0
27;LC;141405;C;4;0;;1.30934;-0.45847;0.20553;ROSA;1283;;0
23;LC;140952;B;17;0;;1.20716;0.28152;0.18862;ROSA;1283;;0
18;LC;14713;E;15;0;;1.29568;1.21007;0.14848;ROSA;1283;;0
107;CN;88557;C;21;0;;2.6042;1.59379;0.26321;LARANJA;1228;;1
102;CN;14385;D;24;0;;1.37738;0.01054;0.19554;LARANJA;1228;;1
169;MT;141563;E;7;0;;2.0018;1.46283;0.23942;ROSA;1293;;0
162;MT;26888;C;12;0;;1.83542;2.96824;0.30697;ROSA;1293;;0
91;CN;40724;C;2;0;;1.87231;-0.45616;0.19791;ROSA;1226;;0
29;LC;140857;E;21;0;;1.2615;-0.59214;0.01135;VERDE;1314;;0
7;LC;141231;D;9;0;;1.59315;-0.23802;0.19091;ROSA;1283;;0
47;CH;96984;C;14;0;;1.16096;1.65456;0.1754;BRANCA;1273;;0
140;MT;82009;D;2;0;;1.97365;0.14531;0.19547;ROSA;1253;;0
171;MT;125965;C;10;0;;2.47907;0.45055;0.17829;CINZA;1254;;0
79;CH;141066;C;16;0;;2.69465;0.38977;0.1655;AMARELA;1276;;0
41;LC;141423;E;20;0;;2.43139;0.95743;0.24644;LARANJA;1287;;0
39;LC;140844;D;18;0;;1.35625;-0.20143;0.209;LARANJA;1287;;0
89;CH;140489;C;27;0;;2.44955;0.28832;0.1725;LARANJA;1237;;0
80;CH;141466;C;20;0;;2.82802;0.97492;0.32247;LARANJA;1237;;0
25;LC;140806;D;16;0;;2.24767;0.37674;0.18584;LARANJA;1287;;0
24;LC;140835;B;20;0;;3.6215;-0.18111;0.18705;LARANJA;1287;;0
20;LC;118144;C;23;0;;2.43295;0.90091;0.13239;LARANJA;1287;;0
19;LC;7582;D;3;0;;1.14699;0.542;0.138;LARANJA;1287;;0
156;MT;14661;C;11;0;;2.1714;0.98005;0.19773;LEITOR TELA;1300;;0
153;MT;96489;B;5;0;;1.95326;0.87566;0.13053;LEITOR TELA;1300;;0
